Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
2001,111,72,96129,34106,0,488,6200756,7000000,0.89,7.4,1.85,5000
2001,91,14,14786,16768,1,144,1292119,5500000,0.23,7.1,1.85,
2004,97,25,44151,745,0,110,3629758,5500000,0.66,7.9,2.35,0
2003,92,9,5548,1033,0,67,6239558,5000000,1.25,6.7,1.85,
2003,104,10,18792,1315,0,153,1056102,5000000,0.21,6.6,1.85,1000
1989,120,0,59524,2892,2,418,27545445,6500000,4.24,7.9,1.85,
2001,99,56,3754,6776,3,69,56007,5500000,0.01,4.9,2.35,113000
2011,93,592,15267,391,1,41,611709,3850000,0.16,7.2,1.85,
2013,99,17,1658,81,0,12,22770,5500000,0.00,6.1,1.85,543000
2011,96,3,3788,561,5,31,27445,9000000,0.00,5.3,1.85,
2007,96,136,15315,4883,4,117,766487,5250000,0.15,5,1.85,915000
2011,100,77,79353,385,3,121,1196752,30300000,0.04,7.6,2.39,
2004,98,12,4976,955,1,52,795126,6000000,0.13,7.6,1.85,989000
2013,106,0,109214,2975,0,269,83574831,5000000,16.71,6.6,2.35,
2005,95,163,188679,4134,0,864,87025093,4000000,21.76,6.6,1.85,0
2016,104,16,126893,14504,0,440,71897215,15000000,4.79,7.3,2.35,
2002,87,79,67992,1770,0,327,64267897,5000000,12.85,6.6,1.85,0
2016,81,26,13523,3344,0,95,56536016,4900000,11.54,6.9,2.35,
2011,94,24,76828,2371,0,314,104007828,5000000,20.80,5.8,1.85,24000
2014,89,10,31915,5056,0,159,50820940,5000000,10.16,4.4,2.35,
1987,88,55,49820,1584,0,311,44793200,4500000,9.95,6.6,1.85,0
2015,108,0,79916,3215,1,279,43771291,5000000,8.75,7.1,2.35,
2013,115,399,22105,688,1,81,44456509,5000000,8.89,7.6,1.85,14000
2012,96,24,51204,799,0,247,53884821,5000000,10.78,4.6,1.85,
1953,135,28,6359,1920,1,69,36000000,5000000,7.20,6.8,2.2,0
1991,93,54,30765,42002,0,252,34872293,8500000,4.10,4.9,1.85,
2003,109,260,105568,11736,2,533,34468224,4500000,7.66,7.3,1.85,0
2014,101,52,31791,2161,0,155,32453345,5000000,6.49,5,1.78,
2013,117,212,326494,17738,0,340,27296514,5000000,5.46,8,2.35,65000
2015,83,26,28513,11771,0,126,25799043,3300000,7.82,5.2,2.35,
2000,113,22000,845580,1997,0,2067,25530884,9000000,2.84,8.5,2.35,4000
2013,104,59,85688,2071,0,339,27689474,5000000,5.54,6.5,2.35,
2006,97,0,114797,2990,3,472,24138847,5000000,4.83,7.4,1.85,0
2000,110,335,98354,1122,0,433,21994911,5000000,4.40,7.7,1.85,
2013,103,214,115813,8375,1,216,21501098,5000000,4.30,7.4,1.85,22000
1991,94,0,3571,2523,0,11,19281235,5000000,3.86,5.1,1.85,
1999,77,0,2448,2908,1,18,19421271,5000000,3.88,5,1.33,122000
1997,134,3000,11622,428,1,157,20733485,5000000,4.15,7.2,1.85,
2011,90,37,74875,15710,1,115,24809547,5000000,4.96,6.4,1.85,11000
1998,104,0,4345,2868,9,26,23031390,4500000,5.12,5.6,1.85,
2001,95,596,17333,3300,2,153,16017403,5000000,3.20,6.2,1.85,0
2014,93,66,49948,1410,0,211,21197315,5000000,4.24,6.1,1.85,
2014,106,23,5975,2840,0,33,17382982,5000000,3.48,5.2,1.85,0
1997,109,148,6915,3843,2,209,14821531,6000000,2.47,7.3,1.85,
2014,101,25,86077,19673,1,195,18656400,5000000,3.73,7.5,1.85,45000
1989,100,6,22961,1327,0,291,14343976,5000000,2.87,4.5,1.85,
2002,95,38,102071,1495,3,756,241437427,5000000,48.29,6.6,1.85,5000
2012,94,520,108683,12306,4,561,14123773,5000000,2.82,5.3,2.35,
1995,93,13,20815,1227,0,335,15126948,5000000,3.03,4.9,1.85,0
2001,106,0,91377,361,1,385,13622333,2000000,6.81,7.7,1.85,
2004,99,1000,395921,1686,6,859,13464388,4000000,3.37,8,2.35,19000
2008,82,7,7904,4856,5,113,13350177,5000000,2.67,3.8,1.85,
1996,135,407,23202,11400,2,173,13269963,5000000,2.65,7.6,2.35,0
1988,88,27,29629,1136,0,374,17768000,5000000,3.55,5.9,1.85,
1986,89,17,10624,1160,0,125,12947763,5000000,2.59,6.2,2.35,0
1982,110,272,14995,2943,6,87,14100000,5000000,2.82,7.2,1.85,
1983,107,8,7973,2383,0,65,12200000,5000000,2.44,6.3,1.85,0
2011,86,17,47227,1520,0,323,17683670,5000000,3.54,5.2,1.33,
2008,91,19,61151,2528,0,134,12055108,8000000,1.51,6.9,2.35,0
2015,103,66,48675,259,0,214,27285953,5000000,5.46,6.8,1.85,
2009,99,1000,2326,2269,1,21,10572742,8000000,1.32,6.1,1.85,738000
2000,82,99,5164,315,0,65,9628751,5000000,1.93,5.9,1.85,
2004,92,12,40274,5668,5,324,8786715,5000000,1.76,6.9,1.85,0
2003,112,66,24921,253,2,166,3432342,6000000,0.57,7.7,2.35,
2001,90,23,7319,3004,4,131,6755271,5000000,1.35,5.3,1.85,327000
1989,150,3,21416,3942,1,198,6157157,5000000,1.23,7,1.85,
1998,91,84,9427,2691,0,79,5480318,5000000,1.10,6.6,1.85,462000
2001,95,4000,15053,5245,2,165,5308707,5000000,1.06,6.4,1.85,
2009,97,0,260607,19404,0,485,5009677,5000000,1.00,7.9,2.35,47000
2010,41,0,296,55,0,4,4074023,5000000,0.81,6.9,1.78,
1997,112,460,26720,2820,0,196,4306697,5000000,0.86,7.7,2.35,92000
2010,122,22,12411,416,0,89,3950029,4000000,0.99,7.2,2.35,
2008,110,19,12233,25676,0,89,4040588,5000000,0.81,6.8,2.35,0
1994,108,0,50197,14574,2,265,3049135,5000000,0.61,7.4,2.35,
2015,121,35,2047,6617,0,29,4700361,5000000,0.94,4.6,2.35,0
2010,97,7,40305,10517,1,86,2711210,5000000,0.54,6.4,2.35,
1998,116,52,12366,1209,2,151,1980338,5000000,0.40,7,1.85,57000
2004,94,122,281649,24994,0,458,1082044,5000000,0.22,7.7,2.35,
1992,103,261,3665,1201,0,39,1100000,5000000,0.22,6.8,1.85,247000
2014,112,52,32382,12897,1,99,2445646,5000000,0.49,7,2.35,
2010,91,263,40618,1582,0,144,2221809,5000000,0.44,7,1.85,0
2003,98,13,12675,5185,1,158,296665,5000000,0.06,6.3,1.85,
2015,95,57,28845,1836,0,125,3219029,5000000,0.64,7.1,2.35,1000
1996,91,0,54478,648,0,184,1040879,7000000,0.15,7.1,1.85,
1996,97,18000,6632,13718,3,69,326308,5000000,0.07,6.1,2.35,225000
2008,90,6,1560,4987,0,15,124720,5000000,0.02,7.3,1.85,
1998,90,204,1884,3207,3,28,99147,2000000,0.05,6.2,1.85,69000
2007,90,0,8824,408,0,108,65087,5000000,0.01,6.2,1.85,
2004,103,34,1207,1789,0,44,16066,5000000,0.00,3.3,2.35,4000
2006,113,44,6183,92,1,27,617228,84450000,0.01,7.4,1.85,
2009,99,766,29203,1519,3,26,274385,4000000,0.07,7.3,1.85,0
1996,148,0,72443,3967,0,309,24475416,890000,27.50,8,1.85,
2005,93,0,138814,2990,0,1516,47277326,4800000,9.85,5.9,2.35,0
2005,94,187,11202,3690,0,123,1247453,2800000,0.45,6.8,2.35,
2011,121,337,68211,1520,0,219,1729969,5000000,0.35,7.4,2.35,14000
1988,118,7,4695,2545,0,69,1705139,4700000,0.36,6.7,1.85,
1986,101,365,19234,302,3,258,8025872,4700000,1.71,5.5,1.85,0
2013,90,0,83234,34779,1,475,778565,4800000,0.16,5.7,1.85,
2010,100,3,6304,143,1,21,513836,4600000,0.11,7.2,1.85,0
2007,97,4,8867,15093,1,65,434417,4600000,0.09,5.9,1.85,
1984,96,37,87739,3113,0,133,81200000,4500000,18.04,6.7,1.85,0
1994,117,179,107923,1862,4,197,52700832,4500000,11.71,7.1,1.66,
2002,108,0,149528,26050,0,454,13060843,15000000,0.87,7.7,2.35,0
1996,109,0,41138,3668,0,208,3798532,4500000,0.84,7.4,1.85,
2000,102,0,573541,2235,0,1916,3609278,4500000,0.80,8.4,1.37,38000
1998,115,98,2412,371,3,40,1687311,700000000,0.00,7.2,2,
2001,133,219,580999,17040,1,2110,727883,4500000,0.16,8.1,2.35,33000
1997,122,4,9171,48,1,68,713413,4500000,0.16,7.8,1.85,
2002,106,68,32357,2110,0,199,410241,2000000,0.21,6.8,1.85,3000
2005,112,0,53508,907,0,131,211667,4200000000,0.00,7.7,2.35,
2001,99,0,29463,29325,1,84,92191,2500000,0.04,6.5,1.85,0
2006,110,143,6919,398,0,26,49413,35000000,0.00,7.3,2.35,
2009,104,0,30836,15860,1,137,108229,4500000,0.02,5.9,2.35,7000
1975,133,869,680041,2176,0,760,112000000,4400000,25.45,8.7,1.85,
2012,112,63,16445,4810,4,99,26345,3000000,0.01,6.1,2.35,0
2002,101,51,34232,497,1,346,20772796,6000000,3.46,7.6,2.35,
2009,133,12,7295,1045,0,49,199228,150000000,0.00,7.2,2.35,54000
2015,111,456,39975,21404,4,186,34964818,150000000,0.23,5.8,2.35,
2004,104,335,47097,206,0,310,1487477,4200000,0.35,6.5,1.85,0
1992,112,277,41361,2412,0,148,62549000,2300000,27.20,7.3,2.35,
1981,94,84,31260,582,0,152,105500000,4000000,26.38,6.2,1.85,0
2009,90,0,17478,1951,0,159,101055,4000000,0.03,5,2.35,
2003,101,0,321283,32015,0,1848,44566004,4000000,11.14,7.8,1.85,17000
1977,93,11000,192940,12691,0,491,39200000,4000000,9.80,8.1,1.37,
1952,152,309,9456,825,0,107,36000000,4000000,9.00,6.7,1.37,625000
2014,150,0,128694,26489,0,657,65007045,140000000,0.46,6.1,2.35,
2001,112,395,71495,13707,1,522,31252964,4000000,7.81,7.1,2.35,0
2015,95,9,30219,1885,2,200,131175,8500000,0.02,5.6,2.35,
1995,111,81,93894,14823,0,286,31968347,3600000,8.88,7.6,1.66,0
2015,91,357,27198,4807,1,131,35385560,4000000,8.85,4.6,2.35,
2010,106,450,110616,18645,1,291,20803237,3500000,5.94,7.1,1.85,16000
1988,93,0,73501,837,0,333,13008928,4000000,3.25,7.3,2.35,
2013,93,8,13506,46868,0,68,15152879,5000000,3.03,4,2.35,0
2014,165,0,266020,673,0,836,25359200,4000000,6.34,8,1.85,
2006,96,11000,66840,20132,0,248,10515579,4000000,2.63,6.7,1.85,0
2001,119,13000,177729,2776,0,1368,180011740,100000000,1.80,5.7,2.35,
2001,93,69,5612,955,2,38,10097096,4000000,2.52,4.6,1.85,842000
2000,82,69,1415,3354,1,10,9821335,6000000,1.64,4,1.85,
2003,101,47,28714,3086,1,215,8243880,3200000,2.58,7,2.35,762000
2006,81,5,13086,50831,0,156,7825820,4000000,1.96,5.9,1.85,
2010,107,0,16411,2537,2,136,14637490,25000000,0.59,4.8,2.35,0
2007,105,171,120189,954,0,308,7159147,3400000,2.11,7.5,2.35,
2014,86,89,14621,4073,2,48,17314483,4000000,4.33,4.7,1.85,0
2002,110,675,44339,19928,2,425,6525762,4000000,1.63,6.7,1.85,
1995,110,99,78241,7921,6,177,4301331,4000000,1.08,6.7,1.85,0
2002,104,30,67949,2251,1,390,4046737,4000000,1.01,7.1,1.85,
2003,96,2,3611,972,1,62,3713002,8000000,0.46,2.7,1.85,131000
1988,110,0,10073,1966,0,78,3468572,4000000,0.87,7.3,1.85,
1996,84,378,22697,3559,0,202,2892582,4000000,0.72,7.6,1.85,0
1999,94,24,4377,2662,3,85,2800000,4000000,0.70,5.8,1.85,
2007,93,131,16224,776,1,76,2426851,4000000,0.61,6.5,2.55,83000
2005,96,101,18762,1208,0,91,1325073,4000000,0.33,6.6,2.35,
2005,101,21,20275,1215,0,151,864959,4000000,0.22,6.9,1.85,0
2011,102,330,22457,48,0,69,2601847,4000000,0.65,8.5,2.35,
1987,87,101,2308,1700,0,35,800000,4000000,0.20,4.8,1.85,55000
2002,99,60,8535,3130,4,113,562059,4000000,0.14,7,1.85,
1999,106,81,2877,4343,0,70,399793,4000000,0.10,5.4,1.78,111000
2013,117,234,36494,13607,2,118,371897,4000000,0.09,6.9,2.35,
1997,99,13,6705,975,3,53,302204,3000000,0.10,6.6,2.35,167000
1987,102,212,2705,11083,0,38,354704,1300000,0.27,5.9,1.85,
2000,85,0,4617,2282,1,93,265107,1500000,0.18,6.3,1.85,614000
1999,86,8,2133,2805,1,31,185577,4000000,0.05,6.3,1.85,
2013,120,45,2112,824,0,7,100412,4000000,0.03,7.7,2.35,0
2010,106,0,34224,916,0,137,58214,9500000,0.01,7,2.35,
2000,103,272,1398,1403,4,26,75078,14000000,0.01,6.3,1.85,132000
2013,112,105,23334,25269,0,87,317125,16000000,0.02,6.2,2.35,
2002,113,58,9913,387,1,38,146402,4000000,0.04,7.7,1.85,0
2010,98,53,34263,1038,1,141,18469,650000,0.03,6.5,2.35,
1997,92,19,1686,20135,1,28,12836,4000000,0.00,5.8,1.85,161000
2014,106,19,1738,629,2,10,20262,4000000,0.01,6.1,2.35,
2012,93,55,2086,242,3,20,4063,4000000,0.00,5.2,2.35,657000
1939,226,149,215340,1862,1,706,198655278,3977000,49.95,8.2,1.37,
2014,104,10,1177,1281,0,10,143653,4000000,0.04,6,2.35,0
1965,152,541,5294,2888,2,67,14873,3800000,0.00,6.8,2.35,
1950,107,24,3167,731,0,90,8000000,3768785,2.12,7,1.37,456000
2009,95,89,31836,2658,0,90,37606,3500000,0.01,6.8,2.35,
1948,102,136,3258,282,0,54,2956000,3700000,0.80,7.1,1.37,359000
2009,99,29,3579,298,2,14,19959,3800000,0.01,6.9,2.35,
2006,109,13,17770,5977,0,172,2706659,2000000,1.35,6.9,1.85,0
2011,113,174,210548,17151,3,332,61094903,30000000,2.04,6.9,2.35,
1997,91,11,82232,2323,3,174,45857453,3500000,13.10,7.2,1.85,0
1980,88,104,160281,2726,0,427,83400000,3500000,23.83,7.8,1.85,
1995,97,473,74626,3455,1,157,27900000,3500000,7.97,7.3,1.85,8000
1993,97,117,39508,3036,2,96,27900000,3500000,7.97,7.5,1.85,
1987,85,10,15956,3617,0,118,14000000,3500000,4.00,6,1.85,1000
2015,92,22,66483,1122,0,452,25138292,3500000,7.18,6.8,1.66,
1998,93,0,1721,987,2,38,10305534,3500000,2.94,3.9,1.85,28000
1996,96,0,13949,995,2,98,9449219,3500000,2.70,6.1,1.85,
1998,105,386,24977,4238,2,229,6390032,3500000,1.83,7.5,2.35,0
2009,129,195,131831,1044,0,231,20167424,2000000,10.08,8.2,2.35,
1987,37,0,113451,1347,0,537,5923044,3600000,1.65,7.8,1.85,0
2001,81,0,11399,2238,0,131,3293258,3000000,1.10,5.2,1.85,
1998,106,22,1024,222,0,494,886410,3500000,0.25,6.8,1.85,14000
2010,103,12,54104,44,0,199,252652,19900000,0.01,7,1.85,
2006,101,0,1950,3574,3,24,220234,3500000,0.06,6.5,1.85,36000
2012,102,82,104072,2486,4,207,34350553,68000000,0.51,5.7,2.35,
2005,98,9,7228,20009,4,53,101228,3500000,0.03,6.4,1.85,414000
2004,91,23,12188,6380,3,135,96793,3500000,0.03,5.3,2.35,
2016,105,28,342,1043,0,15,123777,3500000,0.04,4.7,1.85,0
2005,80,10,45984,11218,0,331,77413017,8000000,9.68,7.6,1.85,
2011,107,78,92599,22834,8,225,5354039,3500000,1.53,7.1,1.85,21000
2008,92,0,28573,3608,0,72,2926565,3000000,0.98,6.5,1.66,
2014,107,141,399138,26495,0,731,13092000,3300000,3.97,8.5,2.4,129000
2002,135,353,533200,1211,0,749,7563397,3300000,2.29,8.7,1.85,
1999,99,8,19194,1430,2,160,104257,2200000,0.05,7.1,1.85,0
2012,115,346,170155,216,1,249,610968,3800000,0.16,8.3,2.35,
2006,91,38,9607,2747,0,174,8108247,3300000,2.46,7.4,1.85,0
2004,101,13,30474,308,0,172,6517198,3000000,2.17,7.5,1.85,
2010,105,101,73349,2016,4,142,5776314,3200000,1.81,7.2,1.85,15000
1978,109,644,90177,3468,6,257,141600000,3000000,47.20,7.6,1.85,
1964,110,82,139432,1198,2,418,51100000,3000000,17.03,7.8,1.37,0
1996,94,0,469561,3559,4,514,16501785,3500000,4.71,8.2,1.85,
2000,115,0,4687,1964,0,83,38168022,3000000,12.72,6.6,1.85,29000
2010,98,21,82133,1081,0,359,84749884,3000000,28.25,5.7,1.85,
1998,91,52,21245,1965,0,213,24788807,3000000,8.26,7.4,2.35,0
2002,120,909,123090,1779,2,888,21244913,4000000,5.31,8,1.85,
1985,87,28,43485,1472,0,327,30000000,2200000,13.64,5.4,1.85,0
1985,117,133,29610,1665,0,94,20966644,3000000,6.99,7.4,1.66,
2013,85,65,139329,3708,0,578,64423650,3000000,21.47,5.7,2.35,31000
2012,110,301,155153,2239,0,524,48056940,3000000,16.02,6.8,2.35,
2002,113,9,1466,159,1,35,19184015,3000000,6.39,5.4,1.85,63000
1997,98,188,12942,4277,0,34,24629916,3000000,8.21,5.1,1.85,
1986,86,41,25332,1862,0,307,19472057,3000000,6.49,5.9,1.85,0
1957,161,767,149444,1035,2,273,27200000,3000000,9.07,8.2,2.35,
1990,100,32,2580,1441,1,54,15369573,3000000,5.12,5.3,1.85,71000
1993,91,18,19331,2899,0,317,15935068,2500000,6.37,4.3,1.85,
2005,100,1000,7721,2165,0,72,11694528,3000000,3.90,7.2,1.85,635000
2009,84,23,8265,4815,3,20,10017041,3000000,3.34,5.9,1.85,
2006,99,18,8279,2321,0,101,7059537,3000000,2.35,3,1.85,837000
2013,109,0,95362,328,1,270,8114507,3000000,2.70,7.9,1.85,
1987,95,4,8465,1389,1,65,7888703,3000000,2.63,3.2,1.85,491000
1988,97,152,9502,1395,1,100,7282851,3000000,2.43,6.5,1.85,
2002,90,15,6000,2510,1,109,5844929,3000000,1.95,7,1.85,595000
1999,96,70,14548,1616,0,161,4170647,1900000,2.20,6.9,1.85,
2000,82,0,3665,858,1,81,4142507,3000000,1.38,4.4,1.85,131000
1996,109,300,8239,1292,0,92,4109095,3000000,1.37,6,1.85,
1993,98,16,3943,1806,0,49,3902679,3000000,1.30,5.3,1.66,217000
1997,95,45,8005,1363,0,49,3559990,3000000,1.19,5.3,1.85,
2001,104,11,8603,12250,2,115,3287435,4500000,0.73,7.1,1.85,43000
1999,87,18,18711,9555,3,183,3071947,3500000,0.88,5.4,1.85,
1996,108,232,15885,11459,4,78,2961991,3300000,0.90,6.9,1.85,0
2005,94,151,25063,278,1,177,2912363,3000000,0.97,7.3,2.35,
1998,134,377,55329,36859,9,499,3000000,3000000,1.00,7.8,1.85,0
2003,89,269,761,539,1,14,2223990,3000000,0.74,6.6,1.85,
2014,102,0,31089,43810,0,261,1821983,3000000,0.61,5.4,2.35,2000
2003,120,0,356181,852,0,809,2181290,3000000,0.73,8.4,2.35,
2010,110,13,3942,1567,0,65,2848578,3500000,0.81,6.3,1.78,0
2011,86,59,37495,1249,4,230,703002,3000000,0.23,6.1,2.35,
2012,87,21,37156,8353,3,129,418268,3000000,0.14,5.3,2.35,0
2012,93,78,7988,1467,3,71,200803,3000000,0.07,5.3,1.78,
2014,111,81,48562,3784,1,145,33631221,25000000,1.35,6,2.35,0
2004,98,7,11074,362,0,56,95016,2700000,0.04,7.4,1.85,
2009,88,26,4122,1495,0,48,143000,5000000,0.03,4.1,2.35,0
1999,97,700,1238,1030,1,25,39852,3000000,0.01,6.7,1.85,
2011,122,87,30511,4920,4,226,22000,3000000,0.01,5.8,2.35,0
2010,108,13000,306336,79957,0,736,334185206,200000000,1.67,6.5,1.85,
2015,105,0,103749,4671,1,323,201148159,95000000,2.12,7,2.35,56000
1998,113,179,28951,167,0,257,5595428,2900000,1.93,8,2.35,
2005,105,39,746,1231,8,27,3123749,1500000,2.08,6.5,1.85,88000
2003,89,192,55040,923,1,539,3645438,2200000,1.66,6.8,2.35,
2005,116,153,33567,727,1,206,22201636,8000000,2.78,7.4,1.85,0
1959,120,0,175196,527,2,350,25000000,2883848,8.67,8.3,1.66,
1988,88,152,21359,1855,0,270,19170001,2800000,6.85,5.3,1.85,0
1939,102,149,291875,2509,3,533,22202612,2800000,7.93,8.1,1.37,
1974,106,0,112671,2703,0,315,86300000,2800000,30.82,8,1.85,14000
2007,95,0,40800,1797,0,332,952620,2000000,0.48,5.7,1.85,
1997,113,9,5744,787,1,57,9054736,2700000,3.35,7.1,1.66,381000
1974,93,0,95294,4701,0,363,119500000,2600000,45.96,7.8,2.35,
1984,97,17,29488,467,0,326,32600000,1800000,18.11,5.9,1.85,0
1987,140,133,10755,1269,1,69,3130592,2600000,1.20,7.8,1.66,
1999,109,7,45500,52621,0,260,10654581,34000000,0.31,5.3,1.85,1000
2007,66,76,40878,239,0,124,38108,2600000,0.01,7.2,1.85,
2013,86,89,34620,3421,6,107,40041683,2500000,16.02,5.1,1.85,0
2012,87,67,9010,1111,0,199,33349949,2500000,13.34,5.1,1.85,
2009,119,0,36372,3226,0,491,33386128,15000000,2.23,4.9,1.85,3000
1996,149,15000,50311,28713,6,212,25809813,26000000,0.99,6.9,1.37,
1982,98,24,28589,684,0,532,14400000,2500000,5.76,4.6,2.35,0
2013,75,15,6062,1385,0,30,32230907,2500000,12.89,6.7,1.85,
1991,104,835,36996,19923,2,153,6401336,2500000,2.56,7.1,1.78,0
2004,102,0,187595,1655,3,978,26781723,2500000,10.71,7.6,2.35,
1995,105,0,183288,36,1,395,5400000,2500000,2.16,8.1,1.85,22000
1999,107,7,6221,2125,1,87,1282084,2500000,0.51,7,2.35,
2012,89,14,52509,1980,3,84,3325638,2500000,1.33,7.1,2.35,13000
2003,106,148,21202,2972,1,134,395592,2000000,0.20,7.6,1.85,
2013,95,53,105591,10040,1,178,6851969,2500000,2.74,7.1,2.35,1000
2008,101,119,52286,338,1,345,12995673,2500000,5.20,7.7,1.78,
2008,112,9,578,1252,0,34,173783,2500000,0.07,7.6,1.85,588000
2006,100,10,91,1064,7,3,118666,2500000,0.05,6.6,1.85,
2004,92,43,185345,4730,0,392,114324072,20000000,5.72,6.7,2.35,0
2006,100,0,806,1491,1,18,71904,2500000,0.03,5.7,1.85,
2010,80,0,1138,210,0,30,99851,2500000,0.04,7.1,1.78,0
2008,106,8,4820,1739,2,26,115504,14000000,0.01,6.2,2.35,
2000,103,24,10220,163,0,110,5725,8400000,0.00,6.1,2.35,56000
2008,90,8,5699,862,0,40,75727,2500000,0.03,5.9,1.85,
2010,96,571,61787,4590,0,203,322157,2500000,0.13,6.8,1.85,19000
1996,120,0,4100,5963,10,35,5731103,2400000,2.39,6.8,1.85,
2006,101,9,4057,2306,0,90,978908,2400000,0.41,5.1,2.35,25000
2006,101,222,99177,3282,0,192,327919,1500000,0.22,7.7,1.85,
2011,105,29,1015,1668,0,10,178739,2450000,0.07,3.9,1.85,566000
1940,120,11,71321,16,0,230,76400000,2280000,33.51,7.8,1.37,
1982,91,49,31952,174,0,372,36200000,4000000,9.05,5.7,2.35,0
1985,92,13,22521,170,0,342,21300000,2200000,9.68,4.7,1.85,
2007,117,84,1573,2161,0,29,379643,2200000,0.17,5.9,1.85,285000
1946,172,355,40359,1941,5,235,23650000,2100000,11.26,8.1,1.37,
2001,89,16,12244,155,0,95,313436,15500000,0.02,7.6,1.85,0
2015,125,7,22,214,0,1,3330,2100000,0.00,7.2,2.35,
1963,115,92,89403,1456,0,358,24800000,2000000,12.40,7.5,1.37,0
1989,96,6,4663,99,2,40,792966,2300000,0.34,5.1,1.33,
2014,100,421,112899,1062,0,631,14673301,2000000,7.34,6.9,2.35,45000
1981,87,750,133966,1396,0,294,9003011,2000000,4.50,7.6,2.35,
1994,102,32,34520,768,1,146,11546543,2000000,5.77,7.6,2.35,0
1999,118,108,77551,563,0,434,11533945,2000000,5.77,7.6,1.85,
2011,86,9,18566,218,0,154,12555230,2000000,6.28,5.3,1.85,0
2006,137,207,259379,927,3,407,11284657,2000000,5.64,8.5,2.35,
2011,129,589,15401,2300,7,175,34522221,2000000,17.26,7,2.35,1000
2003,80,162,42462,29,0,312,7002255,9500000,0.74,7.8,1.66,
1998,89,149,8224,3163,3,132,6719300,2000000,3.36,7.2,1.85,0
2004,80,0,168398,65,0,492,5792822,2700000,2.15,8,1.85,
2000,115,0,173551,318,0,361,5383834,2000000,2.69,8.1,1.85,11000
2003,100,308,68222,2186,2,545,4599680,1500000,3.07,6.8,1.85,
2010,100,81,111658,34446,2,297,6531491,2000000,3.27,7.2,1.85,2000
2005,91,244,31130,1349,0,243,3885134,2000000,1.94,7.4,1.85,
2015,96,31,20885,3013,0,60,3590010,2000000,1.80,6.1,1.85,0
2005,116,453,54657,50313,2,222,3335839,2000000,1.67,7,1.85,
2015,97,5,3911,2739,1,22,2557668,2000000,1.28,5.3,1.85,0
2002,101,0,8662,11327,0,172,2506446,2000000,1.25,4.7,1.85,
1986,98,85,4288,901,1,74,7369373,2000000,3.68,5.7,1.85,0
1996,150,0,30618,1645,0,224,4414535,18000000,0.25,7.8,2.2,
2006,101,263,27346,226,3,206,1984378,2000000,0.99,6.5,1.78,0
2008,90,56,46107,56,0,156,2283276,1500000,1.52,8,1.85,
2003,120,0,397,359,1,30,1098224,2000000,0.55,3.3,1.85,32000
2007,102,117,7314,446,0,55,1430185,2000000,0.72,8.3,1.85,
2015,102,22,16645,11184,3,72,1477002,2000000,0.74,6.9,2.35,0
2007,100,90,5475,408,0,44,1134049,2000000,0.57,8.1,1.85,
2005,89,13,5615,1136,0,64,653621,2000000,0.33,6.8,1.85,592000
2010,86,10,3467,768,0,13,535249,3400000,0.16,4.6,1.85,
2004,96,0,7479,51441,2,86,371081,6000000,0.06,7,1.85,857000
1998,91,4,5613,36,1,102,124494,2000000,0.06,6.7,1.85,
2009,85,0,2522,36885,1,11,100669,3800000,0.03,5.8,2.35,47000
2015,129,776,1758,26176,0,30,186354,13500000,0.01,4.5,2.35,
2009,95,8,1268,2749,3,23,17580,1500000,0.01,6.2,1.85,195000
2005,92,11,19336,39518,2,90,12667,14000,0.90,6.6,2.35,
2006,96,38,10282,774,1,78,198407,2000000,0.10,6.6,1.85,474000
2002,85,54,11211,3065,1,92,13973532,25000000,0.56,5.1,1.85,
2008,119,5,9689,86,2,23,4958,2000000,0.00,7.8,2.35,1000
1947,92,0,19236,1055,1,175,7927,2300000,0.00,7.7,1.37,
2012,106,5,344,1611,2,19,2436,2000000,0.00,5.7,2.35,655000
1986,99,28,11763,19649,2,111,4600000,1900000,2.42,7.1,1.85,
2003,103,35,4894,2389,0,122,1420578,1900000,0.75,6.4,2.35,298000
2010,95,89,118684,17471,0,447,1028658,3000000,0.34,7,2.35,
2006,95,0,1010,1082,5,15,18435,1400000,0.01,5.8,1.85,14000
2013,100,108,108248,20051,1,371,35266619,30000000,1.18,5.9,2.35,
1984,101,0,149293,42918,1,668,26505000,1800000,14.73,7.5,1.85,1000
2008,90,120,40481,68,0,134,2957978,1000000,2.96,7.8,1.85,
2015,89,47,744,4249,6,19,444044,1900000,0.23,7.2,1.85,1000
2010,87,13,41509,1958,0,300,40990055,1800000,22.77,5.6,1.85,
2002,118,12,11088,546,0,110,5709616,1800000,3.17,6.8,1.85,544000
2012,93,188,70336,2658,0,269,12784397,1800000,7.10,7.3,1.85,
2000,109,9,2794,2187,1,78,3050934,1800000,1.69,7.3,1.85,0
2003,108,28,1747,0,0,28,505295,1800000,0.28,7.5,1.85,
1998,81,670,161471,623,1,709,7267324,3500000,2.08,7.8,1.85,0
2002,93,75,26773,2489,1,277,145540,500000,0.29,6.7,1.85,
2001,138,143,32415,3970,1,510,35918429,1700000,21.13,7.5,2.35,951000
2010,105,68,56402,2423,0,209,92401,2000000,0.05,6.3,2.35,
1999,98,3,8697,2095,3,122,1943649,1700000,1.14,6.3,1.85,374000
