movie title,Year,color,duration,genre1,genre2,genre3,genre4,genre5,genre6,genre7,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,num_user_for_reviews,language,country,content_rating,gross,budget,Gross_to_Budget_Ratio,IMDB Score,aspect_ratio, Facebook Likes 
Made,2001,Color,95,Comedy,Crime,Drama,Thriller,,,,4000,4000,585,334,15053,5245,2,friendship,loudmouth,money laundering,new york city,stripper,165,English,USA,R,"$5,308,707 ","$5,000,000 ",1.06,6.4,1.85," 1,000 "
Moon,2009,Color,97,Drama,Mystery,Sci0Fi,,,,,0,18000,572,372,260607,19404,0,computer,contract,earth,moon,solitude,485,English,UK,R,"$5,009,677 ","$5,000,000 ",1,7.9,2.35," 33,000 "
Sea Rex 3D: Journey to a Prehistoric World,2010,Color,41,Documentary,,,,,,,0,55,0,0,296,55,0,3d,imax,plesiosaur,sea,water,4,English,UK,,"$4,074,023 ","$5,000,000 ",0.81,6.9,1.78, 616 
The Sweet Hereafter,1997,Color,112,Drama,,,,,,,460,990,900,395,26720,2820,0,anger,bus,child,lawyer,school,196,English,Canada,R,"$4,306,697 ","$5,000,000 ",0.86,7.7,2.35, 898 
Of Gods and Men,2010,Color,122,Drama,,,,,,,22,186,135,32,12411,416,0,catholic church,community,monastery,monk,terrorist,89,French,France,PG013,"$3,950,029 ","$4,000,000 ",0.99,7.2,2.35, -   
Bottle Shock,2008,Color,110,Comedy,Drama,,,,,,19,25000,579,39,12233,25676,0,airport,california,flat tire,overalls,wine,89,English,USA,PG013,"$4,040,588 ","$5,000,000 ",0.81,6.8,2.35, -   
Heavenly Creatures,1994,Color,108,Biography,Crime,Drama,Romance,Thriller,,,0,14000,433,88,50197,14574,2,fantasy life,friend,friendship,love,teenage crush,265,English,New Zealand,R,"$3,049,135 ","$5,000,000 ",0.61,7.4,2.35, -   
90 Minutes in Heaven,2015,Color,121,Drama,,,,,,,35,4000,849,473,2047,6617,0,heaven,hospital,praying,pronounced dead,recovery,29,English,USA,PG013,"$4,700,361 ","$5,000,000 ",0.94,4.6,2.35, -   
Everything Must Go,2010,Color,97,Comedy,Drama,,,,,,7,8000,981,939,40305,10517,1,alcoholic,beer,bicycle,new neighbor,yard sale,86,English,USA,R,"$2,711,210 ","$5,000,000 ",0.54,6.4,2.35, -   
Zero Effect,1998,Color,116,Comedy,Crime,Drama,Mystery,Thriller,,,52,624,385,102,12366,1209,2,blackmail,client,private detective,private investigator,tycoon,151,English,USA,R,"$1,980,338 ","$5,000,000 ",0.4,7,1.85, -   
The Machinist,2004,Color,94,Drama,Thriller,,,,,,122,23000,1000,360,281649,24994,0,alienation,conscience,insomnia,paranoia,urban gothic,458,English,Spain,R,"$1,082,044 ","$5,000,000 ",0.22,7.7,2.35, -   
Light Sleeper,1992,Color,103,Crime,Drama,,,,,,261,722,280,145,3665,1201,0,bare breasts,drugs,existentialism,new york city,redemption,39,English,USA,R,"$1,100,000 ","$5,000,000 ",0.22,6.8,1.85," 50,000 "
Kill the Messenger,2014,Color,112,Biography,Crime,Drama,Mystery,Thriller,,,52,10000,963,688,32382,12897,1,based on true story,cia,cocaine,journalist,smear campaign,99,English,USA,R,"$2,445,646 ","$5,000,000 ",0.49,7,2.35," 10,000 "
Rabbit Hole,2010,Color,91,Drama,,,,,,,263,967,289,192,40618,1582,0,car,comic book,comic book artist,iphone,memory,144,English,USA,PG013,"$2,221,809 ","$5,000,000 ",0.44,7,1.85," 12,000 "
Party Monster,2003,Color,98,Biography,Crime,Drama,Thriller,,,,13,3000,971,600,12675,5185,1,drug dealer,drugs,gay,homosexual,party,158,English,USA,R,"$296,665 ","$5,000,000 ",0.06,6.3,1.85," 23,000 "
Green Room,2015,Color,95,Crime,Horror,Music,Thriller,,,,57,727,442,233,28845,1836,0,murder,neo nazi,punk band,skinhead,suspense,125,English,USA,R,"$3,219,029 ","$5,000,000 ",0.64,7.1,2.35, -   
Atlas Shrugged: Who Is John Galt?,2014,Color,99,Drama,Mystery,Sci0Fi,,,,,0,578,435,361,1900,3382,0,box office flop,critically bashed,economy,individual versus society,rescue,56,English,USA,PG013,"$830,210 ","$5,000,000 ",0.17,4.4,, -   
Bottle Rocket,1996,Color,91,Comedy,Crime,Drama,,,,,0,387,96,65,54478,648,0,caper,escapade,motel,robbery,texas,184,English,USA,R,"$1,040,879 ","$7,000,000 ",0.15,7.1,1.85, -   
Albino Alligator,1996,Color,97,Crime,Drama,Thriller,,,,,18000,10000,1000,977,6632,13718,3,bar,box office flop,hostage,new orleans louisiana,police,69,English,USA,R,"$326,308 ","$5,000,000 ",0.07,6.1,2.35, -   
"Lovely, Still",2008,Color,90,Drama,Romance,,,,,,6,3000,1000,940,1560,4987,0,christmas,fable,old man,,,15,English,USA,PG,"$124,720 ","$5,000,000 ",0.02,7.3,1.85, -   
Desert Blue,1998,Color,90,Drama,,,,,,,204,1000,697,697,1884,3207,3,cola,desert,ice cream cone,teenage girl,vomiting,28,English,USA,R,"$99,147 ","$2,000,000 ",0.05,6.2,1.85, -   
The Visit,2015,Color,94,Horror,Thriller,,,,,,0,432,309,99,65299,1010,,farm,handheld camera,impostor,rap,rock paper scissors,455,English,USA,PG013,"$65,069,140 ","$5,000,000 ",13.01,6.2,1.85, -   
Redacted,2007,Color,90,Crime,Thriller,War,,,,,0,343,29,15,8824,408,0,blood splatter,iraq,murder,rape,soldier,108,English,USA,R,"$65,087 ","$5,000,000 ",0.01,6.2,1.85, -   
Fascination,2004,Color,103,Mystery,Romance,Thriller,,,,,34,811,522,227,1207,1789,0,death,love,marriage,secret,suspicion,44,English,Germany,R,"$16,066 ","$5,000,000 ",0,3.3,2.35, -   
Rudderless,2014,Color,105,Comedy,Drama,Music,,,,,0,745,508,394,12672,1986,1,demo tape,directed by cast member,grieving father,guitar,guitar player,60,English,USA,R,"$37,440 ","$5,000,000 ",0.01,7.5,, -   
I Served the King of England,2006,Color,113,Comedy,Drama,Romance,War,,,,44,61,12,4,6183,92,1,hotel,legs,lingerie,waiter,wealth,27,Czech,Czech Republic,R,"$617,228 ","$84,450,000 ",0.01,7.4,1.85," 15,000 "
Soul Kitchen,2009,Color,99,Comedy,Drama,,,,,,766,595,486,269,29203,1519,3,2000s,burglar,chef,cook,restaurant,26,German,Germany,,"$274,385 ","$4,000,000 ",0.07,7.3,1.85, 580 
Sling Blade,1996,Color,148,Drama,,,,,,,0,3000,324,263,72443,3967,0,friend,mental institution,murder,repair shop,small town,309,English,USA,R,"$24,475,416 ","$890,000 ",27.5,8,1.85, -   
Hostel,2005,Color,93,Horror,,,,,,,0,1000,1000,581,138814,2990,0,bratislava,hostel,sadistic horror,torture,travel,1516,English,USA,R,"$47,277,326 ","$4,800,000 ",9.85,5.9,2.35," 1,000 "
Tristram Shandy: A Cock and Bull Story,2005,Color,94,Comedy,Drama,,,,,,187,1000,887,427,11202,3690,0,actor playing himself,battle,boots,penis,womb,123,English,UK,R,"$1,247,453 ","$2,800,000 ",0.45,6.8,2.35, -   
Take Shelter,2011,Color,121,Drama,Thriller,,,,,,337,982,463,41,68211,1520,0,ambiguous ending,firefly,mysterious event,schizophrenia,storm,219,English,USA,R,"$1,729,969 ","$5,000,000 ",0.35,7.4,2.35, -   
Lady in White,1988,Color,118,Fantasy,Horror,Mystery,Thriller,,,,7,968,733,339,4695,2545,0,1960s,boy,ghost,murder,small town,69,English,USA,R,"$1,705,139 ","$4,700,000 ",0.36,6.7,1.85, -   
The Texas Chainsaw Massacre 2,1986,Color,101,Comedy,Horror,,,,,,365,237,28,14,19234,302,3,chainsaw,chainsaw murder,human monster,music score composed by director,obscene finger gesture,258,English,USA,X,"$8,025,872 ","$4,700,000 ",1.71,5.5,1.85, 266 
Only God Forgives,2013,Color,90,Crime,Drama,,,,,,0,33000,1000,428,83234,34779,1,brutal cop,drug dealer,punishment,thai boxing,vengeance,475,English,Denmark,R,"$778,565 ","$4,800,000 ",0.16,5.7,1.85, -   
The Names of Love,2010,Color,100,Comedy,Drama,Romance,,,,,3,74,52,9,6304,143,1,activist,promiscuous daughter,promiscuous woman,sex in a bed,voyeurism,21,French,France,R,"$513,836 ","$4,600,000 ",0.11,7.2,1.85, -   
Savage Grace,2007,Color,97,Drama,,,,,,,4,13000,1000,577,8867,15093,1,incest,male nudity,older man younger woman relationship,orgasm,son murders mother,65,English,Spain,Not Rated,"$434,417 ","$4,600,000 ",0.09,5.9,1.85, 419 
Police Academy,1984,Color,96,Comedy,,,,,,,37,801,760,542,87739,3113,0,misfit,police,police academy,police cadet,police officer,133,English,USA,R,"$81,200,000 ","$4,500,000 ",18.04,6.7,1.85," 1,000 "
Four Weddings and a Funeral,1994,Color,117,Comedy,Drama,Romance,,,,,179,1000,398,239,107923,1862,4,1990s,chick flick,funeral,gay relationship,wedding,197,English,UK,R,"$52,700,832 ","$4,500,000 ",11.71,7.1,1.66, 838 
25th Hour,2002,Color,108,Drama,,,,,,,0,22000,3000,346,149528,26050,0,bar,dream,drug dealing,nightclub,widower,454,English,USA,R,"$13,060,843 ","$15,000,000 ",0.87,7.7,2.35, -   
Bound,1996,Color,109,Crime,Drama,Romance,Thriller,,,,0,3000,441,126,41138,3668,0,gangster,lesbian,mafia,money,neo noir,208,English,USA,R,"$3,798,532 ","$4,500,000 ",0.84,7.4,1.85, -   
Requiem for a Dream,2000,Color,102,Drama,,,,,,,0,1000,1000,167,573541,2235,0,addiction,diet pill,drug addiction,fast motion scene,heroin,1916,English,USA,R,"$3,609,278 ","$4,500,000 ",0.8,8.4,1.37, 748 
Tango,1998,Color,115,Drama,Musical,,,,,,98,341,26,4,2412,371,3,dancer,director,love,musical filmmaking,tango,40,Spanish,Spain,PG013,"$1,687,311 ","$700,000,000 ",0,7.2,2, -   
Moms' Night Out,2014,Color,98,Comedy,,,,,,,10,589,416,402,10483,2705,,blogger,pastor,reference to the shawshank redemption,taser,tasered,125,English,USA,PG,"$10,429,707 ","$5,000,000 ",2.09,5.4,2.35, 313 
Donnie Darko,2001,Color,133,Drama,Sci0Fi,Thriller,,,,,219,15000,933,701,580999,17040,1,1980s,death,insanity,parallel universe,time travel,2110,English,USA,R,"$727,883 ","$4,500,000 ",0.16,8.1,2.35, 215 
Character,1997,Color,122,Crime,Drama,Mystery,,,,,4,25,20,3,9171,48,1,bailiff,lawyer,office,police,school,68,Dutch,Netherlands,R,"$713,413 ","$4,500,000 ",0.16,7.8,1.85," 1,000 "
Spun,2002,Color,106,Comedy,Crime,Drama,,,,,68,835,601,391,32357,2110,0,male nudity,meth,meth lab,nudity,speed freak,199,English,USA,R,"$410,241 ","$2,000,000 ",0.21,6.8,1.85, -   
Lady Vengeance,2005,Color,112,Crime,Drama,,,,,,0,717,126,38,53508,907,0,cake,christian,lesbian sex,oral sex,pregnant schoolgirl,131,Korean,South Korea,R,"$211,667 ","$4,200,000,000 ",0,7.7,2.35, -   
Mean Machine,2001,Color,99,Comedy,Drama,Sport,,,,,0,26000,1000,798,29463,29325,1,inmate,prison,prison guard,soccer,soccer star,84,English,UK,R,"$92,191 ","$2,500,000 ",0.04,6.5,1.85, -   
Exiled,2006,Color,110,Action,Crime,Thriller,,,,,143,155,96,76,6919,398,0,baby,friendship,macau,practical joke,selfie,26,Cantonese,Hong Kong,R,"$49,413 ","$35,000,000 ",0,7.3,2.35, 124 
After.Life,2009,Color,104,Drama,Horror,Mystery,Thriller,,,,0,14000,1000,329,30836,15860,1,breath on mirror,buried alive,engagement ring,looking at one's self in a mirror,serial killer,137,English,USA,R,"$108,229 ","$4,500,000 ",0.02,5.9,2.35, 375 
One Flew Over the Cuckoo's Nest,1975,Color,133,Drama,,,,,,,869,888,721,425,680041,2176,0,1960s,escape,mental institution,nurse,sexuality,760,English,USA,R,"$112,000,000 ","$4,400,000 ",25.45,8.7,1.85, 348 
Falcon Rising,2014,Color,103,Action,Adventure,,,,,,249,2000,298,261,4952,3089,1,,,,,,32,English,USA,R,"$8,691 ","$4,500,000 ",0,5.8,, 484 
The Sweeney,2012,Color,112,Action,Crime,Drama,,,,,63,2000,1000,422,16445,4810,4,bank,criminal,detective,flying squad,policewoman,99,English,UK,R,"$26,345 ","$3,000,000 ",0.01,6.1,2.35, -   
Whale Rider,2002,Color,101,Drama,Family,,,,,,51,446,20,8,34232,497,1,girl,maori,new zealand,tradition,whale,346,English,New Zealand,PG013,"$20,772,796 ","$6,000,000 ",3.46,7.6,2.35, 135 
Paa,2009,Color,133,Comedy,Drama,,,,,,12,464,374,106,7295,1045,0,adult actor playing minor,politician,progeria,reference to spiderman,school,49,Hindi,India,,"$199,228 ","$150,000,000 ",0,7.2,2.35, -   
Pan,2015,Color,111,Adventure,Family,Fantasy,,,,,456,20000,559,394,39975,21404,4,1940s,child hero,fantasy world,orphan,reference to peter pan,186,English,USA,PG,"$34,964,818 ","$150,000,000 ",0.23,5.8,2.35, -   
Night Watch,2004,Color,104,Fantasy,Thriller,,,,,,335,114,28,16,47097,206,0,battle,bridge,mother son relationship,supernatural power,vampire,310,Russian,Russia,R,"$1,487,477 ","$4,200,000 ",0.35,6.5,1.85, 128 
The Crying Game,1992,Color,112,Crime,Drama,Romance,Thriller,,,,277,1000,530,327,41361,2412,0,androgynous,full frontal male nudity,irish republican army,psychological drama,tragic love,148,English,UK,R,"$62,549,000 ","$2,300,000 ",27.2,7.3,2.35, -   
Porky's,1981,Color,94,Comedy,,,,,,,84,110,95,95,31260,582,0,female full frontal nudity,revenge,school,sheriff,virginity,152,English,Canada,R,"$105,500,000 ","$4,000,000 ",26.38,6.2,1.85, 120 
Survival of the Dead,2009,Color,90,Horror,,,,,,,0,648,529,231,17478,1951,0,delaware,feud,island,undead,zombie,159,English,USA,R,"$101,055 ","$4,000,000 ",0.03,5,2.35," 3,000 "
Lost in Translation,2003,Color,101,Drama,,,,,,,0,19000,13000,11,321283,32015,0,fish out of water,japanese,loneliness,older man younger woman relationship,unlikely friendship,1848,English,USA,R,"$44,566,004 ","$4,000,000 ",11.14,7.8,1.85, -   
Annie Hall,1977,Color,93,Comedy,Romance,,,,,,11000,11000,636,629,192940,12691,0,breaking the fourth wall,comedian,jewish,neurosis,singer,491,English,USA,PG,"$39,200,000 ","$4,000,000 ",9.8,8.1,1.37, -   
The Greatest Show on Earth,1952,Color,152,Drama,Family,Romance,,,,,309,232,178,132,9456,825,0,circus,clown,elephant trainer,trapeze,trapeze artist,107,English,USA,Not Rated,"$36,000,000 ","$4,000,000 ",9,6.7,1.37, 458 
Exodus: Gods and Kings,2014,Color,150,Action,Adventure,Drama,,,,,0,23000,892,748,128694,26489,0,egypt,exodus,moses,pharaoh,plague,657,English,UK,PG013,"$65,007,045 ","$140,000,000 ",0.46,6.1,2.35, -   
Monster's Ball,2001,Color,112,Drama,Romance,,,,,,395,13000,595,80,71495,13707,1,cunnilingus,female frontal nudity,female nudity,interracial sex,rear entry sex,522,English,USA,R,"$31,252,964 ","$4,000,000 ",7.81,7.1,2.35, -   
Maggie,2015,Color,95,Drama,Horror,,,,,,9,584,430,428,30219,1885,2,father daughter relationship,playing against type,post apocalypse,protective father,zombie apocalypse,200,English,USA,PG013,"$131,175 ","$8,500,000 ",0.02,5.6,2.35, -   
Leaving Las Vegas,1995,Color,111,Drama,Romance,,,,,,81,12000,898,687,93894,14823,0,alcoholic,bar,love,prostitute,sex,286,English,USA,R,"$31,968,347 ","$3,600,000 ",8.88,7.6,1.66," 2,000 "
The Boy Next Door,2015,Color,91,Mystery,Thriller,,,,,,357,3000,465,326,27198,4807,1,adultery,argument,older woman younger man relationship,oral sex,sex scene,131,English,USA,R,"$35,385,560 ","$4,000,000 ",8.85,4.6,2.35, -   
The Kids Are All Right,2010,Color,106,Comedy,Drama,,,,,,450,14000,3000,712,110616,18645,1,biological father,college,motorcycle,sperm,sperm donor,291,English,USA,R,"$20,803,237 ","$3,500,000 ",5.94,7.1,1.85," 19,000 "
They Live,1988,Color,93,Horror,Sci0Fi,Thriller,,,,,0,355,151,133,73501,837,0,alien,brainwashing,construction worker,sunglasses,teleportation,333,English,USA,R,"$13,008,928 ","$4,000,000 ",3.25,7.3,2.35, -   
The Last Exorcism Part II,2013,Color,93,Drama,Horror,Thriller,,,,,8,45000,541,400,13506,46868,0,car fire,evil,hospital,hotel,prophecy,68,English,France,PG013,"$15,152,879 ","$5,000,000 ",3.03,4,2.35," 1,000 "
Boyhood,2014,Color,165,Drama,,,,,,,0,230,193,127,266020,673,0,12 year time span,coming of age,domestic abuse,growing up,separated parents,836,English,USA,R,"$25,359,200 ","$4,000,000 ",6.34,8,1.85, -   
Scoop,2006,Color,96,Comedy,Crime,Mystery,,,,,11000,19000,427,405,66840,20132,0,english garden,fake drowning,fake parent,musical instrument,poker the card game,248,English,UK,PG013,"$10,515,579 ","$4,000,000 ",2.63,6.7,1.85, -   
Planet of the Apes,2001,Color,119,Action,Adventure,Sci0Fi,Thriller,,,,13000,1000,658,567,177729,2776,0,astronaut,cage,planet,wilhelm scream,year 2029,1368,English,USA,PG013,"$180,011,740 ","$100,000,000 ",1.8,5.7,2.35, 278 
The Wash,2001,Color,93,Comedy,,,,,,,69,522,231,69,5612,955,2,african american stereotype,car wash,rent,roommate,threatening telephone call,38,English,USA,R,"$10,097,096 ","$4,000,000 ",2.52,4.6,1.85, -   
3 Strikes,2000,Color,82,Comedy,,,,,,,69,939,706,585,1415,3354,1,adult diaper,diaper,digit in title,dream,sawed off shotgun,10,English,USA,R,"$9,821,335 ","$6,000,000 ",1.64,4,1.85, -   
The Cooler,2003,Color,101,Crime,Drama,Fantasy,Romance,,,,47,658,636,407,28714,3086,1,female pubic hair,girl in panties,leg spreading,public nudity,sex in bed,215,English,USA,R,"$8,243,880 ","$3,200,000 ",2.58,7,2.35," 8,000 "
The Night Listener,2006,Color,81,Crime,Mystery,Thriller,,,,,5,49000,780,710,13086,50831,0,boy,radio show,social worker,telephone,wisconsin,156,English,USA,R,"$7,825,820 ","$4,000,000 ",1.96,5.9,1.85, -   
My Soul to Take,2010,Color,107,Horror,Mystery,Thriller,,,,,0,798,374,255,16411,2537,2,evil,killer,murder,psychopath,serial killer,136,English,USA,R,"$14,637,490 ","$25,000,000 ",0.59,4.8,2.35, -   
The Orphanage,2007,Color,105,Drama,Mystery,Thriller,,,,,171,382,273,143,120189,954,0,dead children,ghost,missing child,orphan,orphanage,308,Spanish,Spain,R,"$7,159,147 ","$3,400,000 ",2.11,7.5,2.35, 387 
A Haunted House 2,2014,Color,86,Comedy,Fantasy,,,,,,89,986,713,511,14621,4073,2,bare breasts,parody,sexual innuendo,slip and fall,squirting orgasm,48,English,USA,R,"$17,314,483 ","$4,000,000 ",4.33,4.7,1.85, -   
The Rules of Attraction,2002,Color,110,Comedy,Drama,Romance,,,,,675,16000,977,968,44339,19928,2,bisexual,college,drug dealer,drugs,student,425,English,USA,R,"$6,525,762 ","$4,000,000 ",1.63,6.7,1.85," 27,000 "
Four Rooms,1995,Color,110,Comedy,Fantasy,,,,,,99,4000,975,960,78241,7921,6,bellhop,coven,gangster,hotel,new year's eve,177,English,USA,R,"$4,301,331 ","$4,000,000 ",1.08,6.7,1.85, -   
Secretary,2002,Color,104,Comedy,Drama,Romance,,,,,30,769,413,296,67949,2251,1,bdsm,employer employee relationship,hospital,mental hospital,secretary,390,English,USA,R,"$4,046,737 ","$4,000,000 ",1.01,7.1,1.85," 18,000 "
The Real Cancun,2003,Color,96,Documentary,,,,,,,2,960,12,0,3611,972,1,cancun mexico,mexico,spring break,vacation,wisconsin,62,English,USA,R,"$3,713,002 ","$8,000,000 ",0.46,2.7,1.85, 196 
Talk Radio,1988,Color,110,Drama,,,,,,,0,721,246,237,10073,1966,0,listener,neo nazi,radio,radio station,radio talk show,78,English,USA,R,"$3,468,572 ","$4,000,000 ",0.87,7.3,1.85, 341 
Waiting for Guffman,1996,Color,84,Comedy,,,,,,,378,925,729,611,22697,3559,0,amateur theater,dentist,missouri,small town,travel agent,202,English,USA,R,"$2,892,582 ","$4,000,000 ",0.72,7.6,1.85, -   
Love Stinks,1999,Color,94,Comedy,,,,,,,24,834,625,545,4377,2662,3,black comedy,marriage,marriage proposal,not taking no for an answer,obsessive woman,85,English,USA,R,"$2,800,000 ","$4,000,000 ",0.7,5.8,1.85, -   
You Kill Me,2007,Color,93,Comedy,Crime,Romance,Thriller,,,,131,497,113,90,16224,776,1,alcoholic,buffalo new york,claim in title,embalming,mortuary,76,English,USA,R,"$2,426,851 ","$4,000,000 ",0.61,6.5,2.55, -   
Thumbsucker,2005,Color,96,Comedy,Drama,,,,,,101,730,394,71,18762,1208,0,attention deficit disorder,debate,drugs,psychologist,school,91,English,USA,R,"$1,325,073 ","$4,000,000 ",0.33,6.6,2.35," 1,000 "
Mirrormask,2005,Color,101,Adventure,Fantasy,,,,,,21,420,291,161,20275,1215,0,circus,dark fantasy,dream,dream world,fantasy world,151,English,UK,PG,"$864,959 ","$4,000,000 ",0.22,6.9,1.85," 8,000 "
Samsara,2011,Color,102,Documentary,Music,,,,,,330,48,0,0,22457,48,0,hall of mirrors,mont saint michel france,palace of versailles,turkey the country,yellowstone national park,69,None,USA,PG013,"$2,601,847 ","$4,000,000 ",0.65,8.5,2.35, 467 
The Barbarians,1987,Color,87,Adventure,Fantasy,,,,,,101,721,576,324,2308,1700,0,bare breasts,comic relief,dragon,gladiator,harem,35,English,USA,R,"$800,000 ","$4,000,000 ",0.2,4.8,1.85," 45,000 "
Poolhall Junkies,2002,Color,99,Drama,Thriller,,,,,,60,979,665,444,8535,3130,4,beating,hustler,jail,money,revenge,113,English,USA,R,"$562,059 ","$4,000,000 ",0.14,7,1.85, -   
The Loss of Sexual Innocence,1999,Color,106,Drama,,,,,,,81,2000,811,687,2877,4343,0,1950s,italian,murder,tunisia,vomiting,70,English,USA,R,"$399,793 ","$4,000,000 ",0.1,5.4,1.78," 65,000 "
Joe,2013,Color,117,Drama,,,,,,,234,12000,1000,221,36494,13607,2,alcoholic,cigarette smoking,father son relationship,teenage boy,woods,118,English,USA,R,"$371,897 ","$4,000,000 ",0.09,6.9,2.35, 713 
Shooting Fish,1997,Color,99,Comedy,Crime,Romance,,,,,13,419,254,159,6705,975,3,con artist,money,orphan,scam,secretary,53,English,UK,PG,"$302,204 ","$3,000,000 ",0.1,6.6,2.35," 15,000 "
Prison,1987,Color,102,Crime,Drama,Horror,Thriller,,,,212,10000,633,195,2705,11083,0,electric chair,haunting,prison,prisoner,revenge,38,English,USA,R,"$354,704 ","$1,300,000 ",0.27,5.9,1.85, -   
Psycho Beach Party,2000,Color,85,Comedy,Horror,Mystery,,,,,0,945,774,209,4617,2282,1,cliche,exchange student,slasher,spoof,surfing,93,English,Australia,Unrated,"$265,107 ","$1,500,000 ",0.18,6.3,1.85," 15,000 "
The Big Tease,1999,Color,86,Comedy,,,,,,,8,759,638,428,2133,2805,1,competition,fake documentary,hairdresser,nudity,reference to liberace,31,English,UK,R,"$185,577 ","$4,000,000 ",0.05,6.3,1.85," 24,000 "
"Buen Día, Ramón",2013,Color,120,Drama,,,,,,,45,623,85,69,2112,824,0,,,,,,7,German,Mexico,PG013,"$100,412 ","$4,000,000 ",0.03,7.7,2.35," 11,000 "
Trust,2010,Color,106,Crime,Drama,Thriller,,,,,0,617,163,67,34224,916,0,counselor,fbi,revenge motive,school,teenage girl,137,English,USA,R,"$58,214 ","$9,500,000 ",0.01,7,2.35, -   
