movie title,color,genre1,genre2,genre3,genre4,genre5,genre6,genre7,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,content_rating,IMDB Score
Survival of the Dead,Color,Horror,,,,,,,delaware,feud,island,undead,zombie,English,USA,R,5
Lost in Translation,Color,Drama,,,,,,,fish out of water,japanese,loneliness,older man younger woman relationship,unlikely friendship,English,USA,R,7.8
Annie Hall,Color,Comedy,Romance,,,,,,breaking the fourth wall,comedian,jewish,neurosis,singer,English,USA,PG,8.1
The Greatest Show on Earth,Color,Drama,Family,Romance,,,,,circus,clown,elephant trainer,trapeze,trapeze artist,English,USA,Not Rated,6.7
Exodus: Gods and Kings,Color,Action,Adventure,Drama,,,,,egypt,exodus,moses,pharaoh,plague,English,UK,PG013,6.1
Monster's Ball,Color,Drama,Romance,,,,,,cunnilingus,female frontal nudity,female nudity,interracial sex,rear entry sex,English,USA,R,7.1
Maggie,Color,Drama,Horror,,,,,,father daughter relationship,playing against type,post apocalypse,protective father,zombie apocalypse,English,USA,PG013,5.6
Leaving Las Vegas,Color,Drama,Romance,,,,,,alcoholic,bar,love,prostitute,sex,English,USA,R,7.6
The Boy Next Door,Color,Mystery,Thriller,,,,,,adultery,argument,older woman younger man relationship,oral sex,sex scene,English,USA,R,4.6
The Kids Are All Right,Color,Comedy,Drama,,,,,,biological father,college,motorcycle,sperm,sperm donor,English,USA,R,7.1
They Live,Color,Horror,Sci0Fi,Thriller,,,,,alien,brainwashing,construction worker,sunglasses,teleportation,English,USA,R,7.3
The Last Exorcism Part II,Color,Drama,Horror,Thriller,,,,,car fire,evil,hospital,hotel,prophecy,English,France,PG013,4
Boyhood,Color,Drama,,,,,,,12 year time span,coming of age,domestic abuse,growing up,separated parents,English,USA,R,8
Scoop,Color,Comedy,Crime,Mystery,,,,,english garden,fake drowning,fake parent,musical instrument,poker the card game,English,UK,PG013,6.7
Planet of the Apes,Color,Action,Adventure,Sci0Fi,Thriller,,,,astronaut,cage,planet,wilhelm scream,year 2029,English,USA,PG013,5.7
The Wash,Color,Comedy,,,,,,,african american stereotype,car wash,rent,roommate,threatening telephone call,English,USA,R,4.6
3 Strikes,Color,Comedy,,,,,,,adult diaper,diaper,digit in title,dream,sawed off shotgun,English,USA,R,4
The Cooler,Color,Crime,Drama,Fantasy,Romance,,,,female pubic hair,girl in panties,leg spreading,public nudity,sex in bed,English,USA,R,7
The Night Listener,Color,Crime,Mystery,Thriller,,,,,boy,radio show,social worker,telephone,wisconsin,English,USA,R,5.9
My Soul to Take,Color,Horror,Mystery,Thriller,,,,,evil,killer,murder,psychopath,serial killer,English,USA,R,4.8
The Orphanage,Color,Drama,Mystery,Thriller,,,,,dead children,ghost,missing child,orphan,orphanage,Spanish,Spain,R,7.5
A Haunted House 2,Color,Comedy,Fantasy,,,,,,bare breasts,parody,sexual innuendo,slip and fall,squirting orgasm,English,USA,R,4.7
The Rules of Attraction,Color,Comedy,Drama,Romance,,,,,bisexual,college,drug dealer,drugs,student,English,USA,R,6.7
Four Rooms,Color,Comedy,Fantasy,,,,,,bellhop,coven,gangster,hotel,new year's eve,English,USA,R,6.7
Secretary,Color,Comedy,Drama,Romance,,,,,bdsm,employer employee relationship,hospital,mental hospital,secretary,English,USA,R,7.1
The Real Cancun,Color,Documentary,,,,,,,cancun mexico,mexico,spring break,vacation,wisconsin,English,USA,R,2.7
Talk Radio,Color,Drama,,,,,,,listener,neo nazi,radio,radio station,radio talk show,English,USA,R,7.3
Waiting for Guffman,Color,Comedy,,,,,,,amateur theater,dentist,missouri,small town,travel agent,English,USA,R,7.6
Love Stinks,Color,Comedy,,,,,,,black comedy,marriage,marriage proposal,not taking no for an answer,obsessive woman,English,USA,R,5.8
You Kill Me,Color,Comedy,Crime,Romance,Thriller,,,,alcoholic,buffalo new york,claim in title,embalming,mortuary,English,USA,R,6.5
Thumbsucker,Color,Comedy,Drama,,,,,,attention deficit disorder,debate,drugs,psychologist,school,English,USA,R,6.6
Mirrormask,Color,Adventure,Fantasy,,,,,,circus,dark fantasy,dream,dream world,fantasy world,English,UK,PG,6.9
Samsara,Color,Documentary,Music,,,,,,hall of mirrors,mont saint michel france,palace of versailles,turkey the country,yellowstone national park,None,USA,PG013,8.5
The Barbarians,Color,Adventure,Fantasy,,,,,,bare breasts,comic relief,dragon,gladiator,harem,English,USA,R,4.8
Poolhall Junkies,Color,Drama,Thriller,,,,,,beating,hustler,jail,money,revenge,English,USA,R,7
The Loss of Sexual Innocence,Color,Drama,,,,,,,1950s,italian,murder,tunisia,vomiting,English,USA,R,5.4
Joe,Color,Drama,,,,,,,alcoholic,cigarette smoking,father son relationship,teenage boy,woods,English,USA,R,6.9
Shooting Fish,Color,Comedy,Crime,Romance,,,,,con artist,money,orphan,scam,secretary,English,UK,PG,6.6
Prison,Color,Crime,Drama,Horror,Thriller,,,,electric chair,haunting,prison,prisoner,revenge,English,USA,R,5.9
Psycho Beach Party,Color,Comedy,Horror,Mystery,,,,,cliche,exchange student,slasher,spoof,surfing,English,Australia,Unrated,6.3
The Big Tease,Color,Comedy,,,,,,,competition,fake documentary,hairdresser,nudity,reference to liberace,English,UK,R,6.3
"Buen Día, Ramón",Color,Drama,,,,,,,,,,,,German,Mexico,PG013,7.7
Trust,Color,Crime,Drama,Thriller,,,,,counselor,fbi,revenge motive,school,teenage girl,English,USA,R,7
An Everlasting Piece,Color,Comedy,,,,,,,alopecia,belfast northern ireland,ireland,irish republican army,scalper,English,USA,R,6.3
Among Giants,Color,Comedy,Romance,,,,,,australian,female armpit hair,friend,sheffield,yorkshire,English,UK,R,5.9
Adore,Color,Drama,Romance,,,,,,beach,friend,friendship,happiness,neighbor,English,Australia,R,6.2
Mondays in the Sun,Color,Comedy,Drama,,,,,,australia,bar,shipyard,siamese twins,tuna,Spanish,Spain,R,7.7
Stake Land,Color,Drama,Horror,Sci0Fi,,,,,canada,post apocalypse,road movie,vampire,vampire hunter,English,USA,R,6.5
The Last Time I Committed Suicide,Color,Biography,Drama,,,,,,1940s,female bare foot,picket fence,tire,vomiting,English,USA,R,5.8
Futuro Beach,Color,Drama,,,,,,,gay,male frontal nudity,male nudity,male rear nudity,nudity,Portuguese,Brazil,Unrated,6.1
Inescapable,Color,Drama,Mystery,Romance,Thriller,,,,,,,,,English,Canada,R,5.2
Gone with the Wind,Color,Drama,History,Romance,War,,,,battle of the sexes,gallantry,honesty,indifference,scandal,English,USA,G,8.2
Desert Dancer,Color,Biography,Drama,,,,,,dance,dancer,dancing,desert,iran,English,UK,PG013,6
Major Dundee,Color,Adventure,War,Western,,,,,apache,apache indian,confederate,mexico,scout,English,USA,Approved,6.8
Annie Get Your Gun,Color,Biography,Comedy,Musical,Romance,Western,,,girl,gun,love,sharpshooter,the end,English,USA,Passed,7
Defendor,Color,Comedy,Crime,Drama,,,,,gun running,organized crime,pimp,superhero,vigilante,English,Canada,R,6.8
The Pirate,Color,Adventure,Comedy,Musical,Romance,,,,hoop,horseback riding,love,pirate,singer,English,USA,Approved,7.1
The Good Heart,Color,Drama,,,,,,,bar,bartender,death,heart attack,mentor protege relationship,English,Iceland,R,6.9
The History Boys,Color,Comedy,Drama,,,,,,gay,headmaster,oxford,school,teacher,English,UK,R,6.9
Unknown,Color,Action,Mystery,Thriller,,,,,agriculture,airport,amnesia,nurse,scientist,English,UK,PG013,6.9
The Full Monty,Color,Comedy,Drama,Music,,,,,dole,male stripper,northern england,steel worker,unemployment,English,UK,R,7.2
Airplane!,Color,Comedy,,,,,,,air traffic controller,airplane,airport,pilot,spoof,English,USA,PG,7.8
Friday, Black and White,Comedy,Drama,,,,,,bully,drug dealer,first part,neighbor,neighborhood,English,USA,R,7.3
Menace II Society,Color,Crime,Drama,Thriller,,,,,1990s,escape,graduation,hustler,street,English,USA,R,7.5
Creepshow 2,Color,Comedy,Fantasy,Horror,Thriller,,,,anthology,hit and run,hit by a car,living statue,melting woman,English,USA,R,6
The Witch,Color,Horror,Mystery,,,,,,black magic,goat,isolation,naked woman,witch,English,USA,R,6.8
I Got the Hook Up,Color,Comedy,,,,,,,friend,obscenity,scam,vacant lot,van,English,USA,R,3.9
She's the One,Color,Comedy,Drama,Romance,,,,,claim in title,infidelity,irish american,love,sex,English,USA,R,6.1
Gods and Monsters, Black and White,Biography,Drama,,,,,,friendship,gardener,gay interest,homosexual,memory,English,USA,R,7.5
The Secret in Their Eyes,Color,Drama,Mystery,Thriller,,,,,investigation,justice,murder,suspect,tension,Spanish,Argentina,R,8.2
Evil Dead II,Color,Comedy,Fantasy,Horror,Thriller,,,,cabin,cabin in the woods,demon,evil dead,woods,English,USA,X,7.8
Pootie Tang,Color,Action,Adventure,Comedy,Musical,,,,based on sketch comedy,corporation,cult film,evil corporation,sex,English,USA,PG013,5.2
La otra conquista,Color,Drama,History,,,,,,1520s,aztec,indian,spanish colonization,spanish conquest,Spanish,Mexico,R,6.8
Trollhunter,Color,Comedy,Drama,Fantasy,Horror,,,,bear,cameraman,hunter,secret government agency,troll,Norwegian,Norway,PG013,7
Ira & Abby,Color,Comedy,Romance,,,,,,erectile dysfunction,mugger,mugging,subway robbery,therapy,English,USA,R,6.5
The Watch,Color,Action,Comedy,Sci0Fi,,,,,alien,escape,manager,neighborhood watch,ohio,English,USA,R,5.7
Winter Passing,Color,Comedy,Drama,,,,,,love,michigan,musician,novelist,student,English,USA,R,6.4
D.E.B.S.,Color,Action,Comedy,Romance,,,,,1959 cadillac,diamonds,female villain,force field,voyeurism,English,USA,PG013,5.3
The Masked Saint,Color,Action,Biography,Crime,Drama,Family,Fantasy,,,,,,,English,Canada,PG013,4.7
Time to Choose,Color,Documentary,,,,,,,,,,,,English,USA,,7
March of the Penguins,Color,Documentary,,,,,,,chick,emperor penguin,journey,ocean,penguin,French,France,G,7.6
Margin Call,Color,Biography,Drama,Thriller,,,,,capital management,financial crisis,financial disaster,investment fraud,management,English,USA,R,7.1
Choke,Color,Comedy,Drama,,,,,,choking,friend,hospital,restaurant,scam,English,USA,R,6.5
Whiplash,Color,Drama,Music,,,,,,conservatory,drummer,emotional abuse,music school,obsession,English,USA,R,8.5
City of God,Color,Crime,Drama,,,,,,coming of age,male frontal nudity,male nudity,photographer,slum,Portuguese,Brazil,R,8.7
Human Traffic,Color,Comedy,Music,,,,,,friday,friend,hip hop,techno rave,weekend,English,UK,R,7.1
The Hunt,Color,Drama,,,,,,,deer,gun,gunshot,hunt,kindergarten teacher,Danish,Denmark,R,8.3
Bella,Color,Drama,Romance,,,,,,inter cultural,latino,restaurant,soccer,train,English,USA,PG013,7.4
Dreaming of Joseph Lees,Color,Drama,Romance,,,,,,love crime,love triangle,lust,sister sister relationship,unrequited love,English,USA,R,6.4
Maria Full of Grace,Color,Crime,Drama,,,,,,colombia,colombian,drug mule,money,stomach,Spanish,Colombia,R,7.5
Beginners,Color,Comedy,Drama,Romance,,,,,actress,cancer,death,french,gay relationship,English,USA,R,7.2
Animal House,Color,Comedy,,,,,,,academic probation,camera shot of feet,fraternity,school expulsion,smashing a guitar,English,USA,R,7.6
Goldfinger,Color,Action,Adventure,Thriller,,,,,bikini,covered in melted gold,fort knox,gold,pilot,English,UK,Approved,7.8
Trainspotting,Color,Drama,,,,,,,drug culture,drugs,filthy toilet,heroin addict,heroin withdrawal,English,UK,R,8.2
The Original Kings of Comedy,Color,Comedy,Documentary,,,,,,backstage,comedian,concert film,emcee,stand up comedian,English,USA,R,6.6
Paranormal Activity 2,Color,Horror,,,,,,,california,carlsbad california,house,nanny,security camera,English,USA,R,5.7
Waking Ned Devine,Color,Comedy,,,,,,,dead body,death,lottery,small town,village,English,UK,PG,7.4
Bowling for Columbine, Black and White,Crime,Documentary,Drama,,,,,bank,columbine,columbine high school killings,firearm,school shooting,English,Germany,R,8
A Nightmare on Elm Street 2: Freddy's Revenge,Color,Fantasy,Horror,,,,,,freddy krueger,gay,gay subtext,homoeroticism,jock strap,English,USA,R,5.4
A Room with a View,Color,Drama,Romance,,,,,,male nudity,male pubic hair,nude bathing,piano,pubic hair,English,UK,Unrated,7.4
The Purge,Color,Horror,Sci0Fi,Thriller,,,,,class differences,killing spree,one night,suburb,violence,English,USA,R,5.7
Sinister,Color,Horror,Mystery,,,,,,book,found footage,research,snuff film,writer,English,USA,R,6.8
Martin Lawrence Live: Runteldat,Color,Biography,Comedy,Documentary,,,,,actor name in title,colon in title,four word title,live performance,satire,English,USA,R,5.4
Air Bud,Color,Comedy,Drama,Family,Sport,,,,basketball,boy,dog,dog movie,golden retriever,English,USA,PG,5.1
Jason Lives: Friday the 13th Part VI,Color,Horror,Thriller,,,,,,actual animal killed,death,jason voorhees,slasher flick,teen horror,English,USA,R,5.9
The Bridge on the River Kwai,Color,Adventure,Drama,War,,,,,allies,bridge,construction,jungle,sabotage,English,UK,PG,8.2
Spaced Invaders,Color,Adventure,Comedy,Sci0Fi,,,,,alien,halloween,killer robot,outer space,wrestler costume,English,USA,PG,5.3
Jason Goes to Hell: The Final Friday,Color,Fantasy,Horror,Thriller,,,,,brutality,evil,jason voorhees,paranormal phenomena,terror,English,USA,R,4.3
Dave Chappelle's Block Party,Color,Comedy,Documentary,Music,,,,,block party,marching band,neighborhood,new york city,tyrannosaurus rex,English,USA,R,7.2
Next Day Air,Color,Action,Comedy,Crime,,,,,cocaine,package,slow motion scene,topless female nudity,wrong address,English,USA,R,5.9
Phat Girlz,Color,Comedy,,,,,,,female protagonist,size positive,thin,title directed by female,wet dream,English,USA,PG013,3
Before Midnight,Color,Drama,Romance,,,,,,friend,greece,greek,hotel room,twin,English,USA,R,7.9
Teen Wolf Too,Color,Comedy,Fantasy,,,,,,falling in love,glowing eyes,insult,teenager,three word title,English,USA,PG,3.2
Phantasm II,Color,Action,Fantasy,Horror,Sci0Fi,Thriller,,,cemetery,female nudity,mortuary,sphere,tall man,English,USA,R,6.5
Real Women Have Curves,Color,Comedy,Drama,,,,,,education,factory,high school,mexican american,religious icon,English,USA,PG013,7
East Is East,Color,Comedy,Drama,,,,,,england,marriage,muslim,pakistani,salford,English,UK,R,6.9
Whipped,Color,Comedy,Romance,,,,,,dating,diner,masturbation,urination,washington square manhattan new york city,English,USA,R,4.4
Kama Sutra: A Tale of Love,Color,Crime,Drama,History,Romance,,,,courtesan,friend,kama sutra,seduction,wedding,English,USA,R,6
Warlock: The Armageddon,Color,Fantasy,Horror,,,,,,druid,eclipse,rune,scalping,warlock,English,USA,R,5.3
8 Heads in a Duffel Bag,Color,Comedy,Crime,,,,,,camera shot of feet,female stockinged feet,female stockinged soles,nude pantyhose,pantyhose,English,USA,R,5.3
Thirteen Conversations About One Thing,Color,Drama,,,,,,,attorney,happiness,house cleaner,physics,professor,English,USA,R,7.1
Jawbreaker,Color,Comedy,Crime,Thriller,,,,,best friend,bitch,friend,popular girl,prom,English,USA,R,5.4
Basquiat,Color,Biography,Drama,,,,,,andy warhol,art,artist,friendship,street artist,English,USA,R,6.9
Tsotsi,Color,Crime,Drama,,,,,,baby,bathing a baby,criminal,slum,vomiting,Zulu,UK,R,7.3
Happiness,Color,Comedy,Drama,,,,,,ensemble cast,episodic structure,satire,social satire,suburb,English,USA,,7.8
DysFunktional Family,Color,Comedy,Documentary,,,,,,african american,family relationships,stand up comedian,stand up comedy,,English,USA,R,6.6
Tusk,Color,Comedy,Drama,Horror,,,,,canada,human becoming an animal,mad scientist,part of trilogy,walrus,English,USA,R,5.4
Oldboy,Color,Drama,Mystery,Thriller,,,,,brother sister relationship,hypnosis,imprisonment,love,revenge,Korean,South Korea,R,8.4
Letters to God,Color,Drama,Family,,,,,,cancer,faith,hope,letter,prayer,English,USA,PG,6.3
Hobo with a Shotgun,Color,Action,Comedy,Thriller,,,,,hobo,pedophile,rampage,shotgun,vigilante,English,Canada,Not Rated,6.1
Compadres,Color,Action,Comedy,,,,,,,,,,,English,Mexico,R,5
Love's Abiding Joy,Color,Drama,Family,Western,,,,,19th century,faith,mayor,ranch,sheriff,,USA,PG,7.2
Bachelorette,Color,Comedy,Romance,,,,,,bachelorette party,drug use,high school,overdose,wedding dress,English,USA,R,5.3
Tim and Eric's Billion Dollar Movie,Color,Comedy,,,,,,,film in film,man with glasses,reference to steven spielberg,self referential,shopping mall,English,USA,R,5.3
The Gambler,Color,Crime,Drama,Thriller,,,,,dog,gambler,gambling,gangster,professor,English,USA,R,6
Summer Storm,Color,Comedy,Drama,Romance,Sport,,,,friend,friendship,rowing,storm,summer camp,German,Germany,R,7.4
Fort McCoy,Color,Drama,History,War,,,,,,,,,,English,USA,R,5.9
Chain Letter,Color,Horror,Thriller,,,,,,blood splatter,chain,murder,mysterious killer,warning,English,USA,R,4.1
Just Looking,Color,Comedy,Drama,,,,,,1955 chevrolet,nurse,peeping tom,reference to brooklyn dodgers,spying,English,USA,R,6.7
The Divide,Color,Drama,Sci0Fi,Thriller,,,,,doggystyle sex,rough sex,sodomy,torture,violent sex,English,Germany,R,5.8
Alice in Wonderland,Color,Adventure,Family,Fantasy,,,,,alice in wonderland,mistaking reality for dream,queen,shrinking,shrinking potion,English,USA,PG,6.5
Tanner Hall,Color,Drama,,,,,,,boarding school,coming of age,female friendship,lesbian,new england,English,USA,R,5.9
Cinderella,Color,Drama,Family,Fantasy,Romance,,,,dress,duke,fairy godmother,fairy tale,pumpkin,English,USA,PG,7
Central Station,Color,Drama,,,,,,,brazil,letter,rio de janeiro brazil,sertao,teacher,Portuguese,Brazil,R,8
Boynton Beach Club,Color,Comedy,Romance,,,,,,title spoken by character,,,,,English,USA,R,6.5
Freakonomics,Color,Documentary,,,,,,,cheating,economics,experiment,human nature,sumo wrestling,English,USA,PG013,6.4
High Tension,Color,Horror,,,,,,,car chase,plot twist,police van,rear ending a car,slasher,French,France,Unrated,6.8
Hustle & Flow,Color,Crime,Drama,Music,,,,,baby,friend,hip hop,pimp,stripper,English,USA,R,7.4
Some Like It Hot, Black and White,Comedy,Music,Romance,,,,,all girl band,band,cross dressing,musician,yacht,English,USA,Not Rated,8.3
Friday the 13th Part VII: The New Blood,Color,Horror,,,,,,,death,jason voorhees,massacre,slaughter,telekinesis,English,USA,R,5.3
